Authors,Headline,Time,Live,All_text,Category
Jonas Damsbo,Kraftigt uvejr rammer Danmark efter weekenden,2023-06-24T20:32:22.245Z,0,"['Mandag ser ud til at blive med hagl, torden og lokale skybrud. ', 'I en lang periode har Danmark ligget i en lun luftmasse, der de seneste to uger har givet lokale sommerdage stort set hver dag. ', 'Men på mandag bliver den varme luftmasse presset væk af noget køligere luft fra nordvest. ', 'Lige netop denne mekanisme ser med meget stor sandsynlighed ud til at udløse et gedigent tordenvejr over Danmark med både skybrud og kraftig nedbør til det meste af landet. ', 'Skybrud er defineret ved minimum 15 millimeter nedbør på 30 minutter, hvilket kan risikere at give oversvømmelser. ', 'Da jorden mange steder er knastør, får de store mængder vand på kort tid svært ved at trænge ordentligt ned i jordlagene, hvilket øger risikoen for oversvømmelser. ', 'Mandagens kraftige uvejr kommer i forbindelse med en koldfront, som skal passere hele landet i løbet af mandagsdøgnet. ', 'Faktisk har prognoserne været meget entydige om, at vejret mandag en overgang bliver meget heftigt. Dog kan den endelige timing af fronten stadig nå at ændre sig en smule.', 'I skrivende stund forventes fronten at gå i land først på formiddagen i det vestjyske, hvorefter den skal forbi alle landsdele.', 'Ved middagstid hænger de intense tordenbyger særligt over Jylland og den vestlige del af Fyn. ', 'Ud på eftermiddagen rammer tordenvejret Sjælland, Lolland, Falster og Møn, mens det nordligste Jylland og Østfyn fortsat ser ud til at have regn og torden på programmet. ', 'I en formentlig svækket udgave ankommer fronten til Bornholm om aftenen, hvor der dog stadig er mulighed for torden.', 'Hvis prognoserne får ret, så kan der stedvis falde over 30 millimeter nedbør i løbet af mandagen. ', 'Mest nedbør forventes der at komme i den nordlige halvdel af Jylland samt på dele af Fyn og Sjælland. ', 'Inden fronten rammer de østlige landsdele, kan temperaturen komme op over 27 graders varme. ', 'Det vil dog føles meget lummert, da luftfugtigheden er høj, hvilket alt sammen varsler tordenvejrets kommen. ', 'For det er nemlig en kamp mellem to forskellige luftmasser, der er en af de udløsende faktorer for, at tordenbygerne kan vokse sig store og kraftige. ', 'Efter mandag er der udsigt til mere klassisk dansk sommervejr, hvor temperaturen maks kommer op på 21 til 23 grader og med regnbyger flere af dagene. ']",Vejr
Jonas Damsbo,Lørdag aften er årets længste,2023-06-24T09:42:21.136Z,0,"['Herefter bliver dagen kortere både morgen og aften. ', 'Selvom vi passerede sommersolhverv for få dage siden, så er der stadigvæk dele af døgnet, der til og med i dag er blevet længere. ', 'Der er tale om aftenerne, hvor solen endnu er gået en lille smule senere i seng dag for dag. Men det slutter efter lørdag. ', 'Lørdag aften byder nemlig på årets seneste solnedgang. På intet andet tidspunkt i år kan vi nyde en længere sommeraften end i aften. ', 'Dermed er det først efter lørdag, at dagen bliver kortere både morgen og aften. Til en start er det imidlertid kun med ganske få sekunder, inden det tager til ved sensommeren med flere minutter om dagen. ', 'Den seneste solnedgang falder altid i forbindelse med sankthans, der typisk fejres aftenen før med bål og grill. ', 'I Danmark er København valgt som det astronomiske referencepunkt. Her går solen ned klokken 21.58.01 i aften, mens den går ned et sekund tidligere søndag.', 'Hvis man ser på tværs af hele landet, så er der faktisk over en halv times forskel fra den tidligste og seneste solnedgang i aften. ', 'I Rønne vinker solen for eksempel farvel klokken 21.45.16, mens der slukkes for lyset klokken 22.11.12 i Aarhus.', 'Allersenest går solen ned i Hanstholm, hvor de sidste solstråler kan nydes helt indtil omkring klokken 22.25. ', 'Gældende for alle steder i landet er, at der kun er få sekunders forskel på henholdsvis lørdagens og søndagens solnedgang.', 'Årets længste dag er stadig 21. juni med 18 timer, 6 minutter og 3 sekunders dagslys i Skagen, hvor de længste dage i sommerhalvåret finder sted.', 'Til sammenligning er dagen i dag 36 sekunder kortere.', 'Mens årets seneste solnedgang finder sted nu, havde vi allerede den tidligste solopgang 18. juni – altså for knap en uge siden.', 'Samme skæve fordeling finder man også omkring vintersolhverv i forbindelse med den seneste solopgang og tidligste solnedgang. ', 'Årsagen til den asymmetriske tidsfordeling er, at universet ikke er skruet sammen efter lineal og vaterpas.', 'Ikke alene er Jordens bane rundt om Solen slet ikke cirkelrund, men ellipseformet. Jordens hældning i forhold til Solen er heller ikke konstant.', 'Derfor rammer årets tidligste og seneste solopgang og solnedgang heller ikke præcist på årets længste dag, selvom man kunne synes, at de burde.']",Vejr
Jonas Damsbo,Pænt sommervejr lørdag – men her kan der komme regnbyger,2023-06-24T06:03:55.230Z,0,"['Lokalt kan temperaturen måske ramme 25 grader. ', 'Første dag i skolernes sommerferie indbyder til udendørsaktiviteter. ', 'Lørdagsvejret byder nemlig på helt roligt sommervejr, hvor der i perioder bliver god plads til solen. ', 'Fra morgenstunden er det særligt nord for Limfjorden og øst for Storebælt, at man begynder dagen med solrigt vejr. ', 'Over den resterende del af Jylland og Fyn hænger der en del skyer, hvor solen dog stadig har mulighed for at skinne igennem.', 'Temperaturen ligger i morgentimerne på 12 til 17 grader, men i løbet af dagen stiger temperaturen op til 25 grader. ', 'Langt de fleste vil opleve en dag med tørvejr og nogen eller en del sol. ', 'Men i den centrale og vestlige del af Jylland vil der dagen igennem være lidt flere skyer på himlen. Disse kommer fra en front, der ligger ude over Nordsøen. ', 'Her står den også mest på tørvejr, men en let lokal regnbyge kan ikke udelukkes. ', 'Når det bliver varmest i eftermiddag, er det generelt med 18 til 24 grader på termometret. Lokalt kan man komme op på 25 graders varme. ', 'Bedst mulighed for dette finder man i Østjylland og i København. ', 'Ud over det lune og periodevis solrige vejr, så bliver der heller ikke særlig meget gang i vindfanerne, da der vil blæse en svag til jævn vind fra vestlig retning. Dermed er det oplagt at komme lidt udenfor i løbet af lørdagen. ', 'Hvis man vælger at bruge dagen på en badetur, kan man finde badevandstemperaturen ved de danske badestrande og havnebade her. ', 'I aftentimerne falder de fleste skyer sammen og giver en solrig afslutning på lørdagen i hele landet. ', 'Helt indtil solnedgang ligger temperaturen omkring de 20 grader. ']",Vejr
Jonas Damsbo,Badevandspatruljen skudt i gang – få temperaturen fra 101 danske badesteder,2023-06-23T15:53:07.039Z,0,"['Siden 1996 har TV 2 Vejret i samarbejde med en række frivillige målt det danske badevand, og i år er ingen undtagelse.', 'Skolernes sommerferie begynder fredag, og dermed lyder også startskuddet for TV 2 Vejrets traditionsrige badevandspatrulje.', 'Hver dag gennem skoleferien går 101 personer ud og måler badevandets temperaturer, og sender dem ind til TV 2 Vejret, så vi kan dele dem med alle jer – læsere, seere og følgere.', 'Badevandspatruljen består af 58 livreddere fra henholdsvis TrygFonden Kystlivredning, Nordkystens Kystlivreddere og Gentofte Kommune. Derudover har 43 private personer meldt sig til trofast hver dag at gå ud i vandet og måle badevandstemperaturen i en meters dybde klokken 12. ', 'Kort tid efter, de har sendt data ind til os, vil du kunne se deres målinger på både TV 2 Vejrets app og hjemmeside. Badevandstemperaturerne vil også blive vist i vejrudsigterne hen over sommeren.', 'Patruljens sæson slutter først 6. august 2023 og dækker hele skolesommerferien. Nogle af patruljens medlemmer fortsætter til 30. september, og nogle vil fortsætte hele året rundt.', '- Der er flere og flere, der bader både sommer og vinter, og derfor får vi flere og flere målinger ind uden for sommerbadesæsonen. Dermed giver det mening, at vores badevandstemperatursider fortsætter året rundt på vores platforme, fortæller TV 2 Vejrets meteorolog Lone Seir, der er ansvarlig for badevandspatruljen.', 'Du kan se på kortet herunder, hvor i landet du blandt andet kan få dagens badevandstemperaturer fra patruljen.', 'Sommeren er ifølge kalenderen under en måned gammel, men med usædvanligt mange solskinstimer i både maj og juni er vandtemperaturen i de øverste vandlag allerede mange steder over 19 grader. ', 'Som tommelfingerregel opvarmes havvandet med cirka en halv grad om dagen, når solen bager på vandet hele dagen igennem.', 'Faktisk fik vi allerede fredag årets første badedag, hvilket er rekordtidligt. Siden da er det blevet til badedage alle dage. ', 'Når gennemsnittet af vores badevandsmålinger ligger på 19,0 grader eller derover definerer TV 2 Vejret dagen som en badedag, da det for mange er her, skellet går mellem en lidt kølig dukkert eller en noget mere behagelig badetur.', 'Det varierer meget fra år til år, hvornår sommerens første badedag indtræffer. Det ses tydeligt i listen over tidligste badedage de seneste ti år i faktaboksen.', 'Første badedag de sidste ti år:', '2023: 16. juni (rekord)', '2022: 25. juni', '2021: 28. juni', '2020: 22. juni\xa0', '2019: 23. juni', '2018: 30. juni', '2017: Ingen badedage', '2016: 21. juli', '2015: 4. juli', '2014: 7. juli', '2013: 13. juli', 'Fem somre med størst antal badedage:', '43 (2006)', '42 (2018)', '38 (2014)', '35 (2003)', '34 (2021)', 'Sidste år –\xa0i 2023\xa0–\xa0havde vi i alt 21\xa0badedage.', 'Varmeste badevand:', '28 grader –\xa0målt 25. juli 2018 ved Hestehovedet på Lolland.', 'Højeste gennemsnitstemperatur for alle strande er 23,3 grader –\xa0målt 10. august 1997.', 'Tre gange siden 1996, hvor TV 2 Vejrets badevandspatrulje så dagens lys for første gang, har badevandet gennem hele sommeren været for koldt til, at vi ikke har fået en eneste badedag.', 'Det skete i årene 1998, 2000 og senest i 2017, der alle var somre præget af køligt vejr med underskud af solskin.', 'Siden sommeren 1996 har badevandspatruljen målt vandtemperaturerne. Det er tydeligt, at der kan være stor forskel på sommervejret i Danmark fra år til år. Langt de fleste år har vi perioder med badedage, men det præcise antal kan variere betydeligt fra år til år.', 'Sidste sommer havde vi 21 badedage, hvilket er lidt mere end gennemsnittet for perioden 1996-2022. ', ""Rekorden for flest antal badedage var i den meget varme sommer 2006, hvor antallet var 43, mens vi i 'supersommeren' 2018 havde 42. Dette er til forskel fra 2017, hvor vi slet ikke havde en eneste badedag i løbet af sommeren."", 'Siden 1996\xa0har TV 2 Vejrets badevandspatrulje taget temperaturen på det danske badevand i skolernes sommerferie.', 'En badedag er defineret som en dag, hvor gennemsnitstemperaturen langs de danske strande er på 19 grader eller derover.', 'Den højeste gennemsnitstemperatur, der er målt langs de danske kyster, er hele 23,3 grader, hvilket blev målt 10. august 1997 –\xa0i den varmeste måned vi har haft i Danmark.', 'Den højeste badevandstemperatur overhovedet målt er hele 28 grader, hvilket blev målt både 25. og 26. juli 2018 ved Hestehovedet og Bandholm på Lolland.', 'Den tidligste badedag fik vi 16. juni 2023.', 'Det varmeste badevand finder vi der, hvor vanddybden er forholdsvis lav, og hvor vandet er stillestående.', 'Derfor er det ikke overraskende, at den absolut højeste badevandstemperatur, der er målt af badevandspatruljen, er målt på Hestehoved Strand på Lolland. Det skete 25. juli 2018, hvor dagens måling blev 28 grader.', 'Højeste gennemsnit for badevandet i hele landet er naturligvis noget lavere. Det var 10. august 1997, hvor beregningen lød på 23,3 grader, mens den varmeste sæson ikke overraskende var i rekordåret 2006, hvor gennemsnittet lå på 20,5 grader.', 'Du kan læse mere om livreddernes arbejde på stranden her. ']",Vejr
Jonas Damsbo,Kæmpehagl rammer Tyskland,2023-06-23T12:57:11.906Z,0,"['Nogle steder er der faldet over 50 millimeter nedbør. ', 'Tusindvis af lyn, oversvømmede gader og væltede træer. ', 'Det seneste døgns tid har Tyskland været plaget af et voldsomt uvejr, der har skabt problemer i det meste af det store naboland mod syd. ', 'Uvejret, der går under navnet Lambert, skyldes et lavtryk, som trak ind over Tyskland torsdag eftermiddag, og som nu befinder sig over Polen. ', 'I flere tyske regioner påvirker konsekvenserne fra Lambert stadigvæk situationen fredag, hvor det store oprydningsarbejde er gået igang. ', 'Blandt andet bliver alle tog på strækningen Hamborg til Berlin omdirigieret, hvilket giver en forlænget rejsetid på en time. ', 'Derudover havde fly problemer med at lande i visse tyske lufthavne torsdag aften med flere aflysninger til følge. ', 'Der er på nuværende tidspunkt ingen meldinger om tilskadekommende. ', 'Særligt forbundsstater i det vestlige, centrale og nordøstlige Tyskland blev hårdt ramt af Lambert. ', 'Her viser flere videoer, hvordan gader nærmest er blevet omdannet til rivende floder. ', 'Straßen verwandeln im #Harz sich in reißende Ströme. Mehr Infos zu den Unwettern: https://t.co/TKOKyLZcmG#Wetter #Unwetter #Gewitter #Deutschland pic.twitter.com/VTL7DtaF3d', 'Lambert kom som et massivt tordenvejr, der skabte nogle store hagl. ', 'Billeder viser, hvordan haglene var flere centimeter i størrelse, hvoraf nogle var lige så store som valnødder.', 'Hier noch eine Collage der #Hagel-Körner, die Nutzerinnen & Nutzer der DWD-WarnWetter-App heute festgehalten haben. ⤵️Aktuelle Infos zur Wetterlage gibt es weiterhin auf https://t.co/OGf9yW7fWP & in der App./tg pic.twitter.com/yI7xpJNcBF', 'De lokale myndigheder beretter om hundredvis af udrykninger i forbindelse med uvejrets hærgen. ', 'Alene i Duisburg, naboby til Düsseldorf, var der ifølge brandvæsenet mindst 420 aktioner. Her måtte flere personer reddes ud af biler, der var kørt fast i de oversvømmede gader. ', 'Andre steder gav de enorme mængder nedbør problemer med oversvømmede kældre. ', 'Ein Tief namens Lambert beschert uns eine sogenannte Schwergewitterlage. Nachdem es Frankreich schon traf, ist das Unwetter weiter nach Deutschland gezogen. Der Deutsche Wetterdienst warnt bis in die Nacht vor Starkregen, Hochwasser und vereinzelten Tornados. pic.twitter.com/vJgr0uerWF', 'De officielle nedbørsmængder viser, at der nogle steder er faldet tæt på 60 millimeter nedbør. Lokalt kan der sagtens være faldet mere. ', 'Mest nedbør er det umiddelbart blevet til i området omkring Düsseldorf. ', 'I forbindelse med det kraftige tordenvejr blev der dannet nogle voldsomme vindstød, som flere steder har resulteret i væltede træer. ', 'I Frankfurt-forstaden Sindlingen blev flere biler stærkt beskadiget på grund af væltede træer.', '- Folk var ekstremt heldige, lyder det fra en talsmand for brandvæsenet om de fladmaste biler. ', 'Talrige træer væltede også på huse og biler i Hattersheim am Main. Ifølge brandvæsenet var der her mistanke om en tornado.', 'I det hele taget har brandmyndighederne haft meget travlt. I nogle distrikter går der meldinger på, at opkaldene kom næsten hvert minut. ', 'Mange udendørsarrangementer er også blevet aflyst som følge af det kraftige uvejr. ', 'Resten af fredagen er der fortsat stedvis kraftig regn i det østlige Tyskland. Det forventes at slippe landet natten til lørdag. ']",Vejr
Jonas Damsbo,Sådan bliver vejret til sankthans,2023-06-23T05:38:09.581Z,0,"['De fleste landsdele får masser af sol i løbet af fredagen.', 'Så oprandt dagen, som mange skoleelever har set frem til. Skolernes sommerferie tager nemlig sin begyndelse i dag. ', 'Derudover er der mange, der skal ud at fejre sankthans fredag aften. Begge begivenheder kan i de fleste landsdele gøres med masser af solskin. ', 'Men inden solen for alvor får lov til at vise sig frem, skal et område med skyer dog først bevæge sig østover. ', 'Et lavtryk syd for Danmark giver fra morgenstunden en del skyer over det ganske land. Længst mod syd og på Bornholm står morgenen endda på lidt småregn. ', 'Selvom der ligger en del skyer over landet i morgentimerne, er der flere steder, hvor skydækket er tyndt nok til, at solen kan skinne igennem. ', 'Ellers forventes dagens opklaring at slå igennem fra vest i løbet af formiddagen. Ved middagstid vil en stor del af Jylland derfor have solrigt vejr. ', 'I eftermiddagstimerne begynder solen efterhånden at have god plads på himlen over de østlige dele af landet. ', 'Eneste undtagelse er Bornholm, hvor vejret fortsat bliver domineret af skyer. Her kan der endda fortsat komme enkelte dryp. ', 'This is a modal window.', 'Beginning of dialog window. Escape will cancel and close the window.', 'End of dialog window.', '', '', 'This is a modal window. This modal can be closed by pressing the Escape key or activating the close button.', 'Temperaturmæssigt bliver der skruet en smule ned for maksimumtemperaturen. Når det bliver varmest, er det med 18 til 24 grader på termometret. ', 'Det kan ikke udelukkes, at temperaturen helt lokalt kan ramme 25 grader, men meget tyder på, at efter 12 sommerdage i træk, afbrydes stimen fredag. ', 'Vinden er dagen igennem jævn fra vestlig retning. Dog bliver det mere blæsende i det nordvestlige Jylland med op til en hård vind. ', 'Det er de færreste, der fredag aften kommer til at sidde omkring et bål. Danmark er ramt af tørke, hvilket har resulteret i afbrændingsforbud vest for Storbælt samt på hele Vestsjælland og det nordligste Sjælland. ', 'På brandfare.dk kan du se, om der er afbrændingsforbud i din kommune. ', 'Alligevel er der nok mange, som i aftenens anledning stadig samles udenfor. Dette kan i det meste af landet gøres med masser af sol. På Bornholm vil der dog stadig være en del skyer. ', 'Mest behageligt bliver det mod øst, da vinden i den vestlige del af landet er opfriskende. ']",Vejr
Jeppe Lykke Hansen,Snart slut med varme og sol – i næste uge vender det,2023-06-22T17:35:20.309Z,0,"['Skolernes sommerferie skydes i gang med et skifte i vejret. ', 'I næste uge starter skolernes sommerferie, og her sætter et vejrskifte ind med en helt usædvanlig dårlig timing.', 'Efter fire uger med flot højtryksvejr vender vejret nemlig til et mere ustadigt lavtrykspræget vejr med både blæst og mulighed for en del regn i perioder.', '- Detaljerne står ikke mejslet i sten, men mandag ser ud til at blive skiftedag. Derfra ser det betydeligt køligere ud, og nogle af dagene vil føles direkte kolde med 16 til 20 grader, blæst og regn, fortæller meteorolog ved TV 2 Vejret Andreas Nyholm.', 'Når vejret går ind i en periode præget af lavtryk, betyder det også, at der kommer lidt mere usikkerhed ind i prognoserne.', 'Dermed er der også en mulighed for udsving i både den ene og den anden retning.', '- Der er stadigvæk en chance for, at der kan være gode dage ind imellem, men pilen peger på ret ustadigt vejr i en længere periode. Det er dog under alle omstændigheder relativt sikkert, at vejret skifter karakter mandag, siger Andreas Nyholm.', 'Lige nu ser det ud til, at det knap så sommerlige vejr fortsætter ind i juli.', '- Endnu er der ikke noget, der tyder på, at det højtryksprægede vejr vender tilbage foreløbig, så det tegner ikke godt for dem, der går på ferie nu her i Danmark. Det kan godt være, at vi lige pludselig får et højtryk igen om 12 dage. Det er bare ikke noget, man kan se i prognoserne, forklarer Andreas Nyholm.', 'Nu hvor der er vand på vej, kan mandag måske også være det rigtige tidspunkt, hvis man for eksempel skal nå at smide lidt græsfrø eller har noget, der skal plantes ud i haven.', 'Danmark er dog stadig meget tørt efter de seneste uger, og det vil kræve rigtig meget, langvarig regn, før at jorden er rigtig våd igen.', 'Men tørken kan meget vel blive afsluttet i næste uge, hvor tørkeindekset forventes at kommer ned under ni på landsplan.']",Vejr
Jonas Damsbo,Voldsomt uvejr rammer Tyskland – kan udløse tornadoer,2023-06-22T13:51:05.075Z,0,"['Vindstød kan nå orkanstyrke, mens haglene fra de kraftige tordenbyger kan blive op til syv centimeter i diameter. ', 'Mens vejret i Danmark er ret så fredeligt torsdag, så gør tyskerne sig klar på lidt af et uvejr.', 'Et lavtryk bevæger sig i løbet af torsdagen op over den centrale del af Tyskland med voldsomt vejr til det meste af det store naboland mod syd. ', 'Det europæiske center for tordenforudsigelser (ESTOFEX) har udsendt et kategori tre varsel over det centrale og sydlige Tyskland samt den vestlige del af Tjekkiet.', 'Kategori tre er højeste varselsniveau, der ifølge ESTOFEX giver risiko for ødelæggende vindstød, store til meget store hagl samt meget kraftig nedbør. ', 'Derudover kan uvejret flere steder udløse tornadoer. ', 'Ud over Tyskland og Tjekkiet er der udsendt varsler for farligt vejr i lande som Schweiz, Østrig, Italien og Frankrig. Her er der i forbindelse med lavtrykspassagen risiko for kraftige vindstød og meget store hagl.', 'Hos det tyske vejrcenter, Deutscher Wetterdienst, er der udsendt følgende prognose for vejret det næste døgns tid: ', 'Fra torsdag eftermiddag vil der dannes flere kraftige tordenbyger startende fra sydvest. ', 'Lokalt kan der i forbindelse med disse tordenbyger opstå kraftig regn med op til 40 millimeter på kort tid.', 'Nogle prognoser har faktisk vist, at der lokalt kan falde op omkring 100 millimeter nedbør i løbet af et halvt døgn.', 'Derudover bliver det blæsende med vindstød op til storm- eller orkanstyrke og hagl på fem centimeter. Det kan ikke udelukkes, at haglene en overgang kan blive helt op til syv centimeter, mens orkanvindstødene kan nå op på 140 kilometer i timen (39 meter i sekundet). ', 'Risikoen for det hårde vejr aftager langsomt i løbet af anden halvdel af fredag.', 'Ovenstående prognose kunne ligeså vel have været en prognose for de kraftige tordenvejr, man oplever i USA. ', 'Det kraftige uvejr kommer fra et hidsigt lavtryk, der torsdag formiddag befinder sig over det nordlige Frankrig og Belgien.  ', 'På sin vej mod nordøst snitter lavtrykssystemet faktisk Danmark med lidt regn til Lolland, Falster og Bornholm sankthansaftensdag. ', 'Fra fredag ligger lavtrykket over Polen, hvorefter det bevæger sig videre østover til Hviderusland, Ukraine og Rusland – fortsat med meget kraftig nedbør. ']",Vejr
Jonas Damsbo,Sådan bliver vejret i stor sommerweekend,2023-06-22T13:05:44.278Z,0,"['Det sommerlige vejr fortsætter resten af ugen, men herefter lurer et omslag i vejret. ', 'Et af årets helt store weekender venter lige rundt om hjørnet. ', 'Fredag starter skolernes sommerferie, hvor mange også skal ud at fejre sankthans. Samtidig er der mange studenter, der de kommende dage skal ud at fejre huen med blandt andet vognkørsel. ', 'Derudover starter Nordeuropas største festival i Roskilde, mens Tinderbox også løber af stablen de næste dage. ', 'Derfor er der mange, der hen over weekenden nok kommer til at holde ekstra godt øje med vejrudsigten. Men hvordan ser det så ud, det der vejr?', 'Her er svaret, at det sommerlige vejr, vi efterhånden har haft i en rum tid, ser ud til at fortsætte ugen ud. Men herefter er der udsigt til et omslag i vejret. ', 'Fredag lægger ud med en del skyer over Danmark, hvilket kommer fra et lavtryk syd for landet. ', 'Først på dagen kan der endda være enkelte regnbyger over Lolland, Falster og Bornholm. ', 'Som dagen skrider frem, klarer det efterhånden op fra vest, hvilket sikrer en flot sankthansaften med nogen eller en del sol i de fleste landsdele. I den nordvestlige del af Jylland bliver det dog noget blæsende. ', 'Dagtemperaturen bliver skruet en smule ned, men først på aftenen vil temperaturen stadig ligge på 17 til 21 grader. ', 'Weekendens flotteste dag bliver lørdag, hvor der er udsigt til masser af sol i størstedelen af landet. ', 'Længst mod vest kan der i løbet af dagen drive højtliggende skyer ind, som kan give noget sløret solskin. ', 'Med solens hjælp kommer temperaturen op omkring 25 graders varme. Da vinden samtidig bliver rolig de fleste steder, er der altså usigt til en flot sommerdag. ', 'Det sommerlige vejr ser ud til at fortsætte søndag, hvor der igen bliver god plads til solen. ', 'Luftmassen er dog en anelse mere ustabil, og det giver mulighed for, at der under solopvarmningen dannes såkaldte kumulusskyer, der kan vokse sig store nok til at give en lokal regnbyge.', 'Efter weekenden tyder meget på, at det sommerlige vejr bliver erstattet af mere ustadigt vejr. ', 'Dermed ser det ud til, at sommerferiens første hele uge bliver domineret af flere regnvejr. Detaljerne er dog endnu usikre. ']",Vejr
Jonas Damsbo,Torsdagens vejr kan blive historisk,2023-06-22T05:20:40.002Z,0,"['Der er udsigt til den 12. sommerdag i træk.', 'Efter nogle dage med lokale regn- og tordenbyger er der torsdag udsigt til tørvejr i hele landet. ', 'Det bliver dog ikke med fuld sol, men derimod med en del skyer over Danmark, hvilket gør sig gældende fra morgenstunden. ', 'De mange skyer kommer fra et lavtryk, der løber lige syd for landet.', 'Temperaturen ligger i morgentimerne på 12 til 18 graders varme. I løbet af dagen forventes kviksølvet i termometret at stige til omkring 25 grader, hvilket vil udløse den 12. sommerdag på stribe.', 'Mest sol forventes der at komme den første halvdel af dagen, hvor der særligt i den nord- og østlige del af Jylland samt øst for Storebælt bliver god plads til solen imellem skyerne. ', 'Op ad dagen bliver skyerne gradvist mere tykke og mere udbredte, hvilket lukker mere af for solens stråler. Det generelle vejrbillede af torsdagen bliver dermed lidt eller nogen sol.', 'Temperaturen forventes at komme op mellem 18 og 25 graders varme – lokalt op til 26 grader. ', 'Dagens højeste temperaturer kommer i et område fra Østjylland hen over Fyn, Lolland, Falster og Sjælland. ', 'Hvis temperaturen rammer 25 grader eller derover giver det den 12. sommerdag i træk i juni, hvilket er meget usædvanligt. Sidst det skete var helt tilbage i juni 1917. ', 'Vinden er dagen igennem let til jævn fra vestlig retning. Dermed indbyder torsdagens vejr til at komme udenfor. ', 'Aftentimerne bliver domineret af flere skyer, og særligt over de vestlige dele af landet bliver det en noget skyet affære. ', 'Til gengæld holder det fortsat tørt, mens temperaturen holder sig på omkring de 20 grader indtil solnedgang. ']",Vejr
Jeppe Lykke Hansen,Ekstrem varme i Atlanterhavet er uden fortilfælde,2023-06-21T20:40:26.000Z,0,"['Aldrig før er der målt så høje temperaturer i havene vest for Danmark som nu.', 'Havene omkring os har en helt afgørende indflydelse på vores klima, og derfor vækker det også bekymring, at det nordlige Atlanterhav nu er oppe på nogle hidtil usete temperaturer.', 'Visse steder er der over en længere periode målt fem grader varmere vand i overfladen end normalt.', '- Det er langt ud over de værste forudsigelser for klimaforandringerne for regionen. Det er virkelig skræmmende, hvor hurtigt havet forandrer sig, siger Richard Unsworth, der underviser i biovidenskab på Swansea University, til CNN.', 'Det meget varme vand er ifølge ham helt uden fortilfælde, og han frygter på kort sigt, at hedebølgen vil få alvorlige konsekvenser for livet i havet.', '- Der er en meget høj sandsynlighed for, at dyr som østers, planter og alger bliver dræbt af den marine hedebølge i Europa. Særligt inde på lavere vand, hvor temperaturerne kan stige voldsomt ud over de generelle målinger, siger han.', 'Det amerikanske klimaovervågningsinstitut, NOAA, placerer den marine hedebølge i kategori 4 på en skala, der går til 5. Kategori 4 beskrives som ”ekstrem”.', 'Der er flere forklaringer på, hvorfor vandet er så varmt netop nu.', '- Det varme vand i Nordatlanten skyldes nok især den fastlåste vejrsituation i en stor del af maj og juni, hvor der lå et højtryk over Nordatlanten. Det har givet klart vejr med masser af sol, og netop solens stråler er den væsentligste årsag til, at havvand varmes op, siger Peter Tanev fra TV 2 Vejret.', 'Klimaforandringerne har også en indflydelse på det varmere havvand.', '- En stor del af den energi, der fanges af vores forøgede drivhuseffekt, går til at varme de øverste lag af oceanerne. De seneste 100 år er overfladetemperaturen i verdens oceaner steget 0,9 grader, siger Peter Tanev.', 'Vi kan kun vise dig dette Facebook-opslag, hvis du accepterer alle cookies.', 'Færre partikler i atmosfæren kan også spille ind. De vil normalt skærme for solen, så mindre energi rammer havvandet.', 'I år har passatvindene imidlertid været svage, hvilket har betydet færre sandpartikler i atmosfæren og ud over Atlanterhavet.', 'Samtidig er skibstrafikkens udstødning blevet renere, hvilket også har givet færre partikler i atmosfæren. Dermed kan renere luft paradoksalt nok være med til at forværre problemet.', '- Både den manglenede forurening og de færre sandpartikler betyder, at flere af solens stråler kan ramme havet og varme det op, siger Peter Tanev.', 'Det varme vand kan ende med at få indflydelse på det danske sommervejr.', 'Normalt er det ikke befordrende for sommeren, når vejret kommer ind ude fra Nordsøen, men når havoverfladevandet derude er flere grader varmere, end det plejer, vil effekten også kunne mærkes over land.', 'Det varmere Atlanterhav betyder også en øget fordampning, der vil kunne give voldsommere og vådere uvejr over Danmark.', 'Peter Tanev forventer ikke, at de nuværende ekstreme forhold er kommet for at blive, selvom havtemperaturerne generelt er stigende.', '- Man må forvente, at når der igen kommer mere ustadigt vejr og gang i vestenvinden, så kommer der også på ny omrøring i Atlanterhavet, og temperaturen vil sikkert finde et mere naturligt leje, siger han.', 'For nylig slog overfladetemperaturerne i verdenshavene alle rekorder. April og maj var de to varmeste måneder, siden de systematiske målinger blev indledt i 1850.']",Vejr
